Participante,Modalidad,Edad,Género,Grupo,Validez_sil1,Validez_sil2,Validez_sil3,Validez_sil4,Validez_sil5,Validez_sil6,Validez_sil7,Validez_sil8,Creencia_sil1,Creencia_sil2,Creencia_sil3,Creencia_sil4,Creencia_sil5,Creencia_sil6,Creencia_sil7,Creencia_sil8,ValidezxCreencia_sil1,ValidezxCreencia_sil2,ValidezxCreencia_sil3,ValidezxCreencia_sil4,ValidezxCreencia_sil5,ValidezxCreencia_sil6,ValidezxCreencia_sil7,ValidezxCreencia_sil8,Aceptación_sil1,Aceptación_sil2,Aceptación_sil3,Aceptación_sil4,Aceptación_sil5,Aceptación_sil6,Aceptación_sil7,Aceptación_sil8,Correctas_sil1,Correctas_sil2,Correctas_sil3,Correctas_sil4,Correctas_sil5,Correctas_sil6,Correctas_sil7,Correctas_sil8,indice_creencia_norm
283,Resolución Individual Post,19,F,35,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0.5
283,Resolución Individual Pre,19,F,35,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,-0.25
284,Grupal entre sujetos,19,M,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
284,Resolución Individual Post,19,M,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.0
284,Resolución Individual Pre,19,M,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.0
285,Grupal entre sujetos,20,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
285,Resolución Individual Post,20,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
285,Resolución Individual Pre,20,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,-0.25
286,Grupal entre sujetos,20,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
286,Resolución Individual Post,20,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
286,Resolución Individual Pre,20,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,-0.5
287,Grupal entre sujetos,21,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
287,Resolución Individual Post,21,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
287,Resolución Individual Pre,21,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.0
288,Grupal entre sujetos,19,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
288,Resolución Individual Post,19,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
288,Resolución Individual Pre,19,F,36,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
289,Grupal entre sujetos,54,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
289,Resolución Individual Post,54,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
289,Resolución Individual Pre,54,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1.0
290,Grupal entre sujetos,20,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
290,Resolución Individual Post,20,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
290,Resolución Individual Pre,20,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0.5
291,Grupal entre sujetos,19,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
291,Resolución Individual Post,19,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
291,Resolución Individual Pre,19,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0.5
292,Grupal entre sujetos,19,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
292,Resolución Individual Post,19,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
292,Resolución Individual Pre,19,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.25
293,Grupal entre sujetos,20,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
293,Resolución Individual Post,20,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
293,Resolución Individual Pre,20,F,37,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.0
294,Grupal entre sujetos,19,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0.25
294,Resolución Individual Post,19,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,-0.5
294,Resolución Individual Pre,19,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.5
295,Grupal entre sujetos,18,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0.25
295,Resolución Individual Post,18,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0.25
295,Resolución Individual Pre,18,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
296,Grupal entre sujetos,23,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0.25
296,Resolución Individual Post,23,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0
296,Resolución Individual Pre,23,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.0
297,Grupal entre sujetos,19,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0.25
297,Resolución Individual Post,19,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0.0
297,Resolución Individual Pre,19,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0.75
298,Grupal entre sujetos,18,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0.25
298,Resolución Individual Post,18,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0.5
298,Resolución Individual Pre,18,F,38,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1.0
299,Grupal entre sujetos,18,M,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
299,Resolución Individual Post,18,M,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0.0
299,Resolución Individual Pre,18,M,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0.5
300,Grupal entre sujetos,18,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
300,Resolución Individual Post,18,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
300,Resolución Individual Pre,18,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0.25
301,Grupal entre sujetos,18,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
301,Resolución Individual Post,18,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0.5
301,Resolución Individual Pre,18,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0.0
302,Grupal entre sujetos,29,M,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
302,Resolución Individual Post,29,M,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0.25
302,Resolución Individual Pre,29,M,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.0
303,Grupal entre sujetos,21,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
303,Resolución Individual Post,21,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,-0.25
303,Resolución Individual Pre,21,F,39,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0.25
304,Grupal entre sujetos,22,M,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
304,Resolución Individual Post,22,M,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
304,Resolución Individual Pre,22,M,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,-0.25
305,Grupal entre sujetos,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
305,Resolución Individual Post,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0.25
305,Resolución Individual Pre,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.5
306,Grupal entre sujetos,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
306,Resolución Individual Post,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
306,Resolución Individual Pre,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
307,Grupal entre sujetos,19,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
307,Resolución Individual Post,19,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
307,Resolución Individual Pre,19,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0.25
308,Grupal entre sujetos,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
308,Resolución Individual Post,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.25
308,Resolución Individual Pre,18,F,40,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0.0
309,Grupal entre sujetos,18,M,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
309,Resolución Individual Post,18,M,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.0
309,Resolución Individual Pre,18,M,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.25
310,Grupal entre sujetos,19,F,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
310,Resolución Individual Post,19,F,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0.0
310,Resolución Individual Pre,19,F,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0.0
311,Grupal entre sujetos,19,M,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
311,Resolución Individual Post,19,M,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.0
311,Resolución Individual Pre,19,M,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0.5
312,Grupal entre sujetos,19,O,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
312,Resolución Individual Post,19,O,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
312,Resolución Individual Pre,19,O,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0.5
313,Grupal entre sujetos,19,F,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
313,Resolución Individual Post,19,F,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0.0
313,Resolución Individual Pre,19,F,41,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0.0
314,Grupal entre sujetos,22,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0.5
314,Resolución Individual Post,22,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0
314,Resolución Individual Pre,22,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0.0
315,Grupal entre sujetos,19,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0.5
315,Resolución Individual Post,19,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0.25
315,Resolución Individual Pre,19,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1.0
316,Grupal entre sujetos,19,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0.5
316,Resolución Individual Post,19,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0.5
316,Resolución Individual Pre,19,M,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0.75
317,Grupal entre sujetos,18,F,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0.5
317,Resolución Individual Post,18,F,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0.75
317,Resolución Individual Pre,18,F,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0.25
318,Grupal entre sujetos,18,F,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0.5
318,Resolución Individual Post,18,F,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.25
318,Resolución Individual Pre,18,F,42,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,-0.25
319,Grupal entre sujetos,18,M,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
319,Resolución Individual Post,18,M,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0.5
319,Resolución Individual Pre,18,M,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0.5
320,Grupal entre sujetos,23,M,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
320,Resolución Individual Post,23,M,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
320,Resolución Individual Pre,23,M,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.5
321,Grupal entre sujetos,22,F,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
321,Resolución Individual Post,22,F,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0.25
321,Resolución Individual Pre,22,F,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0.0
322,Grupal entre sujetos,18,F,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
322,Resolución Individual Post,18,F,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
322,Resolución Individual Pre,18,F,43,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0.25
323,Grupal entre sujetos,18,F,44,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
323,Resolución Individual Post,18,F,44,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
323,Resolución Individual Pre,18,F,44,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.25
324,Grupal entre sujetos,18,F,44,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
324,Resolución Individual Post,18,F,44,V,V,I,I,V,V,I,I,C,I,C,I,C,I,C,I,VC,VI,IC,II,VC,VI,IC,II,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25
